4,4,7,57.14,1,0,,v Australia,Dubai (DSC),24 Apr 2009,ODI # 2846
40,40,61,65.57,5,0,,v Australia,Abu Dhabi,27 Apr 2009,ODI # 2847
43,43,81,53.08,2,0,,v Australia,Abu Dhabi,1 May 2009,ODI # 2848
19,19,52,36.53,1,0,,v Australia,Abu Dhabi,3 May 2009,ODI # 2849
25*,25,16,156.25,4,1,,v New Zealand,Queenstown,26 Jan 2011,ODI # 3088
0,0,3,0.00,0,0,,v New Zealand,Christchurch,29 Jan 2011,ODI # 3090
42,42,42,100.00,6,1,,v New Zealand,Napier,1 Feb 2011,ODI # 3093
115,115,109,105.50,12,3,,v New Zealand,Hamilton,3 Feb 2011,ODI # 3095
6,6,12,50.00,1,0,,v New Zealand,Auckland,5 Feb 2011,ODI # 3097
1,1,18,5.55,0,0,,v Kenya,Hambantota,23 Feb 2011,ODI # 3105
13,13,23,56.52,2,0,,v Sri Lanka,Colombo (RPS),26 Feb 2011,ODI # 3109
12,12,23,52.17,2,0,,v Canada,Colombo (RPS),3 Mar 2011,ODI # 3116
10,10,16,62.50,1,0,,v New Zealand,Pallekele,8 Mar 2011,ODI # 3123
8,8,11,72.72,2,0,,v Zimbabwe,Pallekele,14 Mar 2011,ODI # 3132
22,22,39,56.41,4,0,,v West Indies,Gros Islet,23 Apr 2011,ODI # 3152
102,102,148,68.91,7,1,,v West Indies,Gros Islet,25 Apr 2011,ODI # 3153
0,0,1,0.00,0,0,,v West Indies,Bridgetown,28 Apr 2011,ODI # 3154
6,6,11,54.54,1,0,,v West Indies,Bridgetown,2 May 2011,ODI # 3155
9,9,33,27.27,1,0,,v West Indies,Providence,5 May 2011,ODI # 3156
5,5,12,41.66,1,0,,v West Indies,Providence,14 Jul 2013,ODI # 3389
19,19,33,57.57,1,1,,v West Indies,Providence,16 Jul 2013,ODI # 3390
17,17,44,38.63,2,0,,v West Indies,Gros Islet,19 Jul 2013,ODI # 3391
14,14,14,100.00,2,0,,v West Indies,Gros Islet,21 Jul 2013,ODI # 3393
64,64,100,64.00,8,0,,v West Indies,Gros Islet,24 Jul 2013,ODI # 3396
24,24,47,51.06,2,0,,v Zimbabwe,Harare,27 Aug 2013,ODI # 3404
5,5,9,55.55,1,0,,v Zimbabwe,Harare,29 Aug 2013,ODI # 3406
54,54,85,63.52,3,0,,v Zimbabwe,Harare,31 Aug 2013,ODI # 3408
58,58,92,63.04,5,0,,v South Africa,Sharjah,30 Oct 2013,ODI # 3425
58,58,85,68.23,4,0,,v South Africa,Dubai (DSC),1 Nov 2013,ODI # 3427
32,32,24,133.33,7,0,,v South Africa,Abu Dhabi,6 Nov 2013,ODI # 3430
43,43,59,72.88,5,1,,v South Africa,Abu Dhabi,8 Nov 2013,ODI # 3431
2,2,13,15.38,0,0,,v South Africa,Sharjah,11 Nov 2013,ODI # 3433
35,35,70,50.00,3,0,,v South Africa,Cape Town,24 Nov 2013,ODI # 3438
102,102,112,91.07,8,2,,v South Africa,Port Elizabeth,27 Nov 2013,ODI # 3440
0,0,3,0.00,0,0,,v South Africa,Centurion,30 Nov 2013,ODI # 3441
11,11,22,50.00,1,0,,v Sri Lanka,Sharjah,18 Dec 2013,ODI # 3445
124,124,140,88.57,8,0,,v Sri Lanka,Dubai (DSC),20 Dec 2013,ODI # 3446
81,81,89,91.01,6,2,,v Sri Lanka,Sharjah,22 Dec 2013,ODI # 3447
44,44,56,78.57,5,0,,v Sri Lanka,Abu Dhabi,25 Dec 2013,ODI # 3448
17,17,16,106.25,2,1,,v Sri Lanka,Abu Dhabi,27 Dec 2013,ODI # 3450
28,28,37,75.67,4,0,,v Sri Lanka,Fatullah,25 Feb 2014,ODI # 3473
50,50,74,67.56,7,0,,v Afghanistan,Fatullah,27 Feb 2014,ODI # 3475
42,42,44,95.45,6,0,,v India,Dhaka,2 Mar 2014,ODI # 3479
103,103,123,83.73,12,1,,v Bangladesh,Dhaka,4 Mar 2014,ODI # 3482
