31,31,23,134.78,6,0,,v South Africa,Birmingham,7 Jun 2017,ODI # 3881
50,50,36,138.88,8,1,,v Sri Lanka,Cardiff,12 Jun 2017,ODI # 3888
57,57,58,98.27,7,1,,v England,Cardiff,14 Jun 2017,ODI # 3889
114,114,106,107.54,12,3,,v India,The Oval,18 Jun 2017,ODI # 3894
43,43,45,95.55,4,1,,v Sri Lanka,Dubai (DSC),13 Oct 2017,ODI # 3922
11,11,13,84.61,2,0,,v Sri Lanka,Abu Dhabi,16 Oct 2017,ODI # 3924
29,29,40,72.50,2,1,,v Sri Lanka,Abu Dhabi,18 Oct 2017,ODI # 3926
17,17,30,56.66,2,0,,v Sri Lanka,Sharjah,20 Oct 2017,ODI # 3927
48,48,47,102.12,7,0,,v Sri Lanka,Sharjah,23 Oct 2017,ODI # 3930
82*,82,86,95.34,5,4,,v New Zealand,Wellington,6 Jan 2018,ODI # 3946
2,2,7,28.57,0,0,,v New Zealand,Dunedin,13 Jan 2018,ODI # 3949
54,54,75,72.00,7,1,,v New Zealand,Hamilton,16 Jan 2018,ODI # 3953
12,12,17,70.58,2,0,,v New Zealand,Wellington,19 Jan 2018,ODI # 3957
