15,2,37,1,0,,v Sri Lanka,Cardiff,12 Jun 2017,ODI # 3888,
DNB,0,10,0,0,,v Sri Lanka,Abu Dhabi,18 Oct 2017,ODI # 3926,
5*,0,12,1,0,,v Sri Lanka,Sharjah,23 Oct 2017,ODI # 3930,
17*,1,58,0,0,,v New Zealand,Wellington,6 Jan 2018,ODI # 3946,
7,1,30,1,0,,v New Zealand,Nelson,9 Jan 2018,ODI # 3947,
10,1,29,0,0,,v New Zealand,Dunedin,13 Jan 2018,ODI # 3949,
1,0,33,0,0,,v New Zealand,Hamilton,16 Jan 2018,ODI # 3953,
23,2,49,0,0,,v New Zealand,Wellington,19 Jan 2018,ODI # 3957,
