DNB,-,-,-,-,-,,v Ireland,Belfast,23 Jun 2007,ODI # 2590
8,8,9,88.88,0,0,,v South Africa,Belfast,26 Jun 2007,ODI # 2592
1,1,4,25.00,0,0,,v Australia,Hyderabad (Deccan),5 Oct 2007,ODI # 2625
52,52,61,85.24,3,1,,v Pakistan,Jaipur,18 Nov 2007,ODI # 2647
29,29,43,67.44,5,0,,v Australia,Brisbane,3 Feb 2008,ODI # 2670
0,0,2,0.00,0,0,,v Sri Lanka,Brisbane,5 Feb 2008,ODI # 2672
39*,39,61,63.93,2,0,,v Australia,Melbourne,10 Feb 2008,ODI # 2675
70*,70,64,109.37,6,1,,v Sri Lanka,Canberra,12 Feb 2008,ODI # 2676
1,1,3,33.33,0,0,,v Australia,Adelaide,17 Feb 2008,ODI # 2680
24,24,36,66.66,1,0,,v Sri Lanka,Adelaide,19 Feb 2008,ODI # 2681
1,1,3,33.33,0,0,,v Australia,Sydney,24 Feb 2008,ODI # 2685
3*,3,7,42.85,0,0,,v Sri Lanka,Hobart,26 Feb 2008,ODI # 2686
66,66,87,75.86,6,0,,v Australia,Sydney,2 Mar 2008,ODI # 2688
2,2,5,40.00,0,0,,v Australia,Brisbane,4 Mar 2008,ODI # 2689
9,9,27,33.33,0,0,,v Pakistan,Dhaka,10 Jun 2008,ODI # 2705
26,26,43,60.46,1,1,,v Bangladesh,Dhaka,12 Jun 2008,ODI # 2706
24,24,27,88.88,5,0,,v Pakistan,Dhaka,14 Jun 2008,ODI # 2707
11,11,29,37.93,0,0,,v Hong Kong,Karachi,25 Jun 2008,ODI # 2716
0*,0,1,0.00,0,0,,v Pakistan,Karachi,26 Jun 2008,ODI # 2717
22,22,23,95.65,2,0,,v Bangladesh,Karachi,28 Jun 2008,ODI # 2721
58,58,71,81.69,4,0,,v Pakistan,Karachi,2 Jul 2008,ODI # 2730
22*,22,28,78.57,2,0,,v Sri Lanka,Karachi,3 Jul 2008,ODI # 2732
3,3,8,37.50,0,0,,v Sri Lanka,Karachi,6 Jul 2008,ODI # 2735
19,19,31,61.29,1,1,,v Sri Lanka,Dambulla,18 Aug 2008,ODI # 2742
0,0,2,0.00,0,0,,v Sri Lanka,Dambulla,20 Aug 2008,ODI # 2745
32,32,32,100.00,3,0,,v Sri Lanka,Colombo (RPS),24 Aug 2008,ODI # 2750
18,18,23,78.26,0,0,,v Sri Lanka,Colombo (RPS),27 Aug 2008,ODI # 2755
3,3,5,60.00,0,0,,v Sri Lanka,Colombo (RPS),29 Aug 2008,ODI # 2756
11*,11,8,137.50,1,0,,v England,Rajkot,14 Nov 2008,ODI # 2774
3,3,13,23.07,0,0,,v England,Indore,17 Nov 2008,ODI # 2777
28,28,41,68.29,3,0,,v England,Kanpur,20 Nov 2008,ODI # 2778
8*,8,10,80.00,1,0,,v England,Cuttack,26 Nov 2008,ODI # 2783
25*,25,30,83.33,3,0,,v Sri Lanka,Dambulla,28 Jan 2009,ODI # 2806
4*,4,6,66.66,0,0,,v Sri Lanka,Colombo (RPS),5 Feb 2009,ODI # 2815
15,15,22,68.18,1,0,,v Sri Lanka,Colombo (RPS),8 Feb 2009,ODI # 2818
DNB,-,-,-,-,-,,v New Zealand,Hamilton,11 Mar 2009,ODI # 2824
43*,43,74,58.10,1,1,,v New Zealand,Auckland,14 Mar 2009,ODI # 2825
4,4,12,33.33,0,0,,v West Indies,Kingston,26 Jun 2009,ODI # 2852
0,0,2,0.00,0,0,,v West Indies,Kingston,28 Jun 2009,ODI # 2853
11,11,9,122.22,0,0,,v West Indies,Gros Islet,3 Jul 2009,ODI # 2854
TDNB,-,-,-,-,-,,v West Indies,Gros Islet,5 Jul 2009,ODI # 2855
48,48,61,78.68,3,0,,v South Africa,Ahmedabad,27 Feb 2010,ODI # 2963
114,114,119,95.79,6,4,,v Zimbabwe,Bulawayo,28 May 2010,ODI # 2981
101*,101,100,101.00,6,2,,v Sri Lanka,Bulawayo,30 May 2010,ODI # 2983
13,13,25,52.00,0,0,,v Zimbabwe,Harare,3 Jun 2010,ODI # 2986
32,32,40,80.00,1,0,,v Sri Lanka,Harare,5 Jun 2010,ODI # 2988
0,0,1,0.00,0,0,,v Bangladesh,Dambulla,16 Jun 2010,ODI # 2993
22,22,24,91.66,2,0,,v Pakistan,Dambulla,19 Jun 2010,ODI # 2996
69,69,73,94.52,7,0,,v Sri Lanka,Dambulla,22 Jun 2010,ODI # 2999
41,41,52,78.84,3,0,,v Sri Lanka,Dambulla,24 Jun 2010,ODI # 3001
4,4,11,36.36,0,0,,v New Zealand,Dambulla,10 Aug 2010,ODI # 3030
0,0,2,0.00,0,0,,v Sri Lanka,Dambulla,16 Aug 2010,ODI # 3032
11,11,21,52.38,2,0,,v Sri Lanka,Dambulla,22 Aug 2010,ODI # 3038
5,5,9,55.55,0,0,,v Sri Lanka,Dambulla,28 Aug 2010,ODI # 3040
44,44,48,91.66,4,1,,v New Zealand,Bengaluru,7 Dec 2010,ODI # 3076
DNB,-,-,-,-,-,,v New Zealand,Chennai,10 Dec 2010,ODI # 3077
11,11,27,40.74,1,0,,v South Africa,Durban,12 Jan 2011,ODI # 3079
9,9,14,64.28,1,0,,v South Africa,Johannesburg,15 Jan 2011,ODI # 3080
23,23,45,51.11,2,0,,v South Africa,Cape Town,18 Jan 2011,ODI # 3082
1,1,6,16.66,0,0,,v South Africa,Port Elizabeth,21 Jan 2011,ODI # 3084
5,5,8,62.50,1,0,,v South Africa,Centurion,23 Jan 2011,ODI # 3087
68*,68,75,90.66,3,1,,v West Indies,Port of Spain,6 Jun 2011,ODI # 3159
7*,7,14,50.00,1,0,,v West Indies,Port of Spain,8 Jun 2011,ODI # 3160
86*,86,91,94.50,5,2,,v West Indies,North Sound,11 Jun 2011,ODI # 3161
39,39,47,82.97,0,1,,v West Indies,North Sound,13 Jun 2011,ODI # 3162
57,57,72,79.16,2,1,,v West Indies,Kingston,16 Jun 2011,ODI # 3163
0*,0,1,0.00,0,0,,v England,Chester-le-Street,3 Sep 2011,ODI # 3186
72,72,99,72.72,3,1,,v West Indies,Cuttack,29 Nov 2011,ODI # 3217
90*,90,98,91.83,7,2,,v West Indies,Visakhapatnam,2 Dec 2011,ODI # 3219
95,95,100,95.00,10,1,,v West Indies,Ahmedabad,5 Dec 2011,ODI # 3221
27,27,16,168.75,3,0,,v West Indies,Indore,8 Dec 2011,ODI # 3223
21,21,26,80.76,1,0,,v West Indies,Chennai,11 Dec 2011,ODI # 3224
21,21,21,100.00,2,0,,v Australia,Melbourne,5 Feb 2012,ODI # 3231
10,10,17,58.82,1,0,,v Sri Lanka,Perth,8 Feb 2012,ODI # 3233
33,33,41,80.48,1,1,,v Australia,Adelaide,12 Feb 2012,ODI # 3237
15,15,27,55.55,2,0,,v Sri Lanka,Adelaide,14 Feb 2012,ODI # 3239
0,0,5,0.00,0,0,,v Australia,Brisbane,19 Feb 2012,ODI # 3244
DNB,-,-,-,-,-,,v Sri Lanka,Dhaka,13 Mar 2012,ODI # 3259
4,4,6,66.66,0,0,,v Bangladesh,Dhaka,16 Mar 2012,ODI # 3261
68,68,83,81.92,5,1,,v Pakistan,Dhaka,18 Mar 2012,ODI # 3263
5,5,8,62.50,0,0,,v Sri Lanka,Hambantota,21 Jul 2012,ODI # 3291
0,0,5,0.00,0,0,,v Sri Lanka,Hambantota,24 Jul 2012,ODI # 3292
0,0,1,0.00,0,0,,v Sri Lanka,Colombo (RPS),28 Jul 2012,ODI # 3293
4,4,14,28.57,0,0,,v Sri Lanka,Colombo (RPS),31 Jul 2012,ODI # 3294
4,4,9,44.44,1,0,,v Sri Lanka,Pallekele,4 Aug 2012,ODI # 3295
4,4,14,28.57,0,0,,v Pakistan,Chennai,30 Dec 2012,ODI # 3314
83,83,93,89.24,11,1,,v England,Mohali,23 Jan 2013,ODI # 3327
4,4,9,44.44,1,0,,v England,Dharamsala,27 Jan 2013,ODI # 3329
65,65,81,80.24,8,1,,v South Africa,Cardiff,6 Jun 2013,ODI # 3363
52,52,56,92.85,7,0,,v West Indies,The Oval,11 Jun 2013,ODI # 3368
18,18,32,56.25,2,0,,v Pakistan,Birmingham,15 Jun 2013,ODI # 3372
33,33,50,66.00,4,0,,v Sri Lanka,Cardiff,20 Jun 2013,ODI # 3376
9,9,14,64.28,1,0,,v England,Birmingham,23 Jun 2013,ODI # 3377
60,60,89,67.41,4,1,,v West Indies,Kingston,30 Jun 2013,ODI # 3380
5,5,13,38.46,0,0,,v Sri Lanka,Kingston,2 Jul 2013,ODI # 3382
46,46,78,58.97,5,0,,v West Indies,Port of Spain,5 Jul 2013,ODI # 3383
48*,48,83,57.83,2,1,,v Sri Lanka,Port of Spain,9 Jul 2013,ODI # 3387
58,58,89,65.16,5,1,,v Sri Lanka,Port of Spain,11 Jul 2013,ODI # 3388
20,20,40,50.00,2,0,,v Zimbabwe,Harare,24 Jul 2013,ODI # 3395
1,1,7,14.28,0,0,,v Zimbabwe,Harare,26 Jul 2013,ODI # 3397
14,14,21,66.66,2,0,,v Zimbabwe,Harare,28 Jul 2013,ODI # 3399
64*,64,90,71.11,5,1,,v Zimbabwe,Bulawayo,1 Aug 2013,ODI # 3402
42,42,47,89.36,6,0,,v Australia,Pune,13 Oct 2013,ODI # 3419
141*,141,123,114.63,17,4,,v Australia,Jaipur,16 Oct 2013,ODI # 3420
11,11,22,50.00,2,0,,v Australia,Mohali,19 Oct 2013,ODI # 3421
9*,9,13,69.23,1,0,,v Australia,Ranchi,23 Oct 2013,ODI # 3422
79,79,89,88.76,7,3,,v Australia,Nagpur,30 Oct 2013,ODI # 3424
209,209,158,132.27,12,16,,v Australia,Bengaluru,2 Nov 2013,ODI # 3428
72,72,81,88.88,8,1,,v West Indies,Kochi,21 Nov 2013,ODI # 3436
12,12,19,63.15,3,0,,v West Indies,Visakhapatnam,24 Nov 2013,ODI # 3437
4,4,14,28.57,0,0,,v West Indies,Kanpur,27 Nov 2013,ODI # 3439
18,18,43,41.86,2,0,,v South Africa,Johannesburg,5 Dec 2013,ODI # 3442
19,19,26,73.07,2,0,,v South Africa,Durban,8 Dec 2013,ODI # 3443
TDNB,-,-,-,-,-,,v South Africa,Centurion,11 Dec 2013,ODI # 3444
3,3,23,13.04,0,0,,v New Zealand,Napier,19 Jan 2014,ODI # 3456
20,20,34,58.82,2,1,,v New Zealand,Hamilton,22 Jan 2014,ODI # 3458
39,39,38,102.63,1,4,,v New Zealand,Auckland,25 Jan 2014,ODI # 3462
79,79,94,84.04,6,4,,v New Zealand,Hamilton,28 Jan 2014,ODI # 3465
4,4,13,30.76,0,0,,v New Zealand,Wellington,31 Jan 2014,ODI # 3467
21,21,29,72.41,1,1,,v Bangladesh,Fatullah,26 Feb 2014,ODI # 3474
13,13,28,46.42,1,0,,v Sri Lanka,Fatullah,28 Feb 2014,ODI # 3476
56,56,58,96.55,7,2,,v Pakistan,Dhaka,2 Mar 2014,ODI # 3479
18*,18,24,75.00,1,0,,v Afghanistan,Dhaka,5 Mar 2014,ODI # 3483
52,52,87,59.77,4,1,,v England,Cardiff,27 Aug 2014,ODI # 3517
264,264,173,152.60,33,9,,v Sri Lanka,Kolkata,13 Nov 2014,ODI # 3544
9,9,12,75.00,2,0,,v Sri Lanka,Ranchi,16 Nov 2014,ODI # 3547
138,138,139,99.28,9,4,,v Australia,Melbourne,18 Jan 2015,ODI # 3582
15,15,20,75.00,2,0,,v Pakistan,Adelaide,15 Feb 2015,ODI # 3602
0,0,6,0.00,0,0,,v South Africa,Melbourne,22 Feb 2015,ODI # 3610
57*,57,55,103.63,10,1,,v U.A.E.,Perth,28 Feb 2015,ODI # 3618
7,7,18,38.88,1,0,,v West Indies,Perth,6 Mar 2015,ODI # 3625
64,64,66,96.96,3,3,,v Ireland,Hamilton,10 Mar 2015,ODI # 3631
16,16,21,76.19,2,0,,v Zimbabwe,Auckland,14 Mar 2015,ODI # 3636
137,137,126,108.73,14,3,,v Bangladesh,Melbourne,19 Mar 2015,ODI # 3641
34,34,48,70.83,1,2,,v Australia,Sydney,26 Mar 2015,ODI # 3645
63,63,68,92.64,4,1,,v Bangladesh,Dhaka,18 Jun 2015,ODI # 3658
0,0,2,0.00,0,0,,v Bangladesh,Dhaka,21 Jun 2015,ODI # 3660
29,29,29,100.00,2,1,,v Bangladesh,Dhaka,24 Jun 2015,ODI # 3661
150,150,133,112.78,13,6,,v South Africa,Kanpur,11 Oct 2015,ODI # 3689
3,3,10,30.00,0,0,,v South Africa,Indore,14 Oct 2015,ODI # 3692
65,65,74,87.83,7,2,,v South Africa,Rajkot,18 Oct 2015,ODI # 3695
21,21,19,110.52,4,0,,v South Africa,Chennai,22 Oct 2015,ODI # 3698
16,16,20,80.00,3,0,,v South Africa,Mumbai,25 Oct 2015,ODI # 3700
171*,171,163,104.90,13,7,,v Australia,Perth,12 Jan 2016,ODI # 3723
124,124,127,97.63,11,3,,v Australia,Brisbane,15 Jan 2016,ODI # 3724
6,6,11,54.54,0,0,,v Australia,Melbourne,17 Jan 2016,ODI # 3725
41,41,25,164.00,2,3,,v Australia,Canberra,20 Jan 2016,ODI # 3726
99,99,108,91.66,9,1,,v Australia,Sydney,23 Jan 2016,ODI # 3727
14,14,26,53.84,1,1,,v New Zealand,Dharamsala,16 Oct 2016,ODI # 3796
15,15,27,55.55,1,1,,v New Zealand,Delhi,20 Oct 2016,ODI # 3797
13,13,21,61.90,2,0,,v New Zealand,Mohali,23 Oct 2016,ODI # 3798
11,11,19,57.89,2,0,,v New Zealand,Ranchi,26 Oct 2016,ODI # 3799
70,70,65,107.69,5,3,,v New Zealand,Visakhapatnam,29 Oct 2016,ODI # 3800
