16,16,28,57.14,0,0,,v Sri Lanka,Melbourne,11 Jan 2013,ODI # 3317
4,4,15,26.66,0,0,,v Sri Lanka,Adelaide,13 Jan 2013,ODI # 3319
10,10,6,166.66,1,0,,v West Indies,Perth,1 Feb 2013,ODI # 3330
11,11,22,50.00,2,0,,v West Indies,Perth,3 Feb 2013,ODI # 3331
38,38,41,92.68,5,0,,v West Indies,Canberra,6 Feb 2013,ODI # 3332
25,25,30,83.33,5,0,,v West Indies,Sydney,8 Feb 2013,ODI # 3333
1,1,5,20.00,0,0,,v West Indies,Melbourne,10 Feb 2013,ODI # 3334
148,148,114,129.82,16,7,,v Scotland,Edinburgh,3 Sep 2013,ODI # 3410
45,45,45,100.00,4,1,,v England,Manchester,8 Sep 2013,ODI # 3412
TDNB,-,-,-,-,-,,v England,Birmingham,11 Sep 2013,ODI # 3414
0,0,1,0.00,0,0,,v England,Cardiff,14 Sep 2013,ODI # 3415
26,26,32,81.25,6,0,,v England,Southampton,16 Sep 2013,ODI # 3416
72,72,79,91.13,8,3,,v India,Pune,13 Oct 2013,ODI # 3419
50,50,53,94.33,7,1,,v India,Jaipur,16 Oct 2013,ODI # 3420
38,38,44,86.36,6,0,,v India,Mohali,19 Oct 2013,ODI # 3421
5,5,10,50.00,1,0,,v India,Ranchi,23 Oct 2013,ODI # 3422
20,20,28,71.42,3,0,,v India,Nagpur,30 Oct 2013,ODI # 3424
5,5,5,100.00,1,0,,v India,Bengaluru,2 Nov 2013,ODI # 3428
121,121,128,94.53,12,0,,v England,Melbourne,12 Jan 2014,ODI # 3454
0,0,3,0.00,0,0,,v England,Brisbane,17 Jan 2014,ODI # 3455
22,22,20,110.00,3,0,,v England,Sydney,19 Jan 2014,ODI # 3457
108,108,111,97.29,8,4,,v England,Perth,24 Jan 2014,ODI # 3461
7,7,16,43.75,1,0,,v England,Adelaide,26 Jan 2014,ODI # 3463
67,67,79,84.81,5,3,,v Zimbabwe,Harare,25 Aug 2014,ODI # 3513
102,102,116,87.93,9,1,,v South Africa,Harare,27 Aug 2014,ODI # 3516
11,11,12,91.66,2,0,,v Zimbabwe,Harare,31 Aug 2014,ODI # 3521
16,16,36,44.44,1,0,,v South Africa,Harare,2 Sep 2014,ODI # 3522
54,54,87,62.06,5,0,,v South Africa,Harare,6 Sep 2014,ODI # 3526
0,0,1,0.00,0,0,,v Pakistan,Sharjah,7 Oct 2014,ODI # 3530
14,14,12,116.66,3,0,,v Pakistan,Dubai (DSC),10 Oct 2014,ODI # 3532
18,18,34,52.94,3,0,,v Pakistan,Abu Dhabi,12 Oct 2014,ODI # 3534
35,35,40,87.50,4,1,,v South Africa,Perth,14 Nov 2014,ODI # 3545
8,8,14,57.14,0,1,,v South Africa,Perth,16 Nov 2014,ODI # 3546
109,109,127,85.82,9,3,,v South Africa,Canberra,19 Nov 2014,ODI # 3548
22,22,37,59.45,2,0,,v South Africa,Melbourne,21 Nov 2014,ODI # 3549
76,76,67,113.43,11,0,,v South Africa,Sydney,23 Nov 2014,ODI # 3551
15,15,18,83.33,3,0,,v England,Sydney,16 Jan 2015,ODI # 3578
96,96,127,75.59,5,2,,v India,Melbourne,18 Jan 2015,ODI # 3582
32,32,32,100.00,3,0,,v England,Hobart,23 Jan 2015,ODI # 3589
TDNB,-,-,-,-,-,,v India,Sydney,26 Jan 2015,ODI # 3592
0,0,3,0.00,0,0,,v England,Perth,1 Feb 2015,ODI # 3597
135,135,128,105.46,12,3,,v England,Melbourne,14 Feb 2015,ODI # 3600
14,14,7,200.00,1,1,,v New Zealand,Auckland,28 Feb 2015,ODI # 3617
4,4,9,44.44,0,0,,v Afghanistan,Perth,4 Mar 2015,ODI # 3623
24,24,24,100.00,3,0,,v Sri Lanka,Sydney,8 Mar 2015,ODI # 3629
20,20,10,200.00,3,1,,v Scotland,Hobart,14 Mar 2015,ODI # 3637
2,2,5,40.00,0,0,,v Pakistan,Adelaide,20 Mar 2015,ODI # 3642
81,81,116,69.82,7,1,,v India,Sydney,26 Mar 2015,ODI # 3645
0,0,5,0.00,0,0,,v New Zealand,Melbourne,29 Mar 2015,ODI # 3646
53,53,60,88.33,8,0,,v England,Manchester,8 Sep 2015,ODI # 3682
15,15,27,55.55,2,0,,v England,Leeds,11 Sep 2015,ODI # 3683
70*,70,64,109.37,11,1,,v England,Manchester,13 Sep 2015,ODI # 3684
8,8,11,72.72,1,0,,v India,Perth,12 Jan 2016,ODI # 3723
71,71,81,87.65,7,1,,v India,Brisbane,15 Jan 2016,ODI # 3724
21,21,23,91.30,3,0,,v India,Melbourne,17 Jan 2016,ODI # 3725
107,107,107,100.00,9,2,,v India,Canberra,20 Jan 2016,ODI # 3726
6,6,6,100.00,1,0,,v India,Sydney,23 Jan 2016,ODI # 3727
19,19,30,63.33,4,0,,v West Indies,Providence,5 Jun 2016,ODI # 3740
72,72,103,69.90,6,3,,v South Africa,Providence,7 Jun 2016,ODI # 3741
13,13,28,46.42,2,0,,v South Africa,Basseterre,11 Jun 2016,ODI # 3743
0,0,1,0.00,0,0,,v West Indies,Basseterre,13 Jun 2016,ODI # 3745
TDNB,-,-,-,-,-,,v South Africa,Bridgetown,19 Jun 2016,ODI # 3750
16,16,11,145.45,3,0,,v West Indies,Bridgetown,21 Jun 2016,ODI # 3752
47,47,41,114.63,6,1,,v West Indies,Bridgetown,26 Jun 2016,ODI # 3756
56,56,46,121.73,7,2,,v Sri Lanka,Colombo (RPS),21 Aug 2016,ODI # 3768
4,4,7,57.14,0,0,,v Sri Lanka,Colombo (RPS),24 Aug 2016,ODI # 3769
30,30,29,103.44,3,1,,v Sri Lanka,Dambulla,28 Aug 2016,ODI # 3772
55,55,19,289.47,8,3,,v Sri Lanka,Dambulla,31 Aug 2016,ODI # 3774
DNB,-,-,-,-,-,,v Sri Lanka,Pallekele,4 Sep 2016,ODI # 3776
33,33,28,117.85,4,2,,v South Africa,Centurion,30 Sep 2016,ODI # 3785
1,1,5,20.00,0,0,,v South Africa,Johannesburg,2 Oct 2016,ODI # 3787
53,53,34,155.88,3,4,,v South Africa,Durban,5 Oct 2016,ODI # 3790
2,2,3,66.66,0,0,,v South Africa,Port Elizabeth,9 Oct 2016,ODI # 3792
19,19,40,47.50,3,0,,v South Africa,Cape Town,12 Oct 2016,ODI # 3795
0,0,1,0.00,0,0,,v New Zealand,Sydney,4 Dec 2016,ODI # 3811
19,19,34,55.88,2,0,,v New Zealand,Canberra,6 Dec 2016,ODI # 3812
3,3,8,37.50,0,0,,v New Zealand,Melbourne,9 Dec 2016,ODI # 3813
4,4,7,57.14,0,0,,v New Zealand,Auckland,30 Jan 2017,ODI # 3829
56,56,64,87.50,5,2,,v New Zealand,Hamilton,5 Feb 2017,ODI # 3832
