5,5,7,71.42,1,0,,v South Africa,Hobart,18 Jan 2009,ODI # 2796
69,69,60,115.00,6,2,,v South Africa,Sydney,23 Jan 2009,ODI # 2802
1,1,7,14.28,0,0,,v South Africa,Adelaide,26 Jan 2009,ODI # 2804
22,22,29,75.86,1,1,,v South Africa,Perth,30 Jan 2009,ODI # 2808
7,7,18,38.88,0,0,,v New Zealand,Perth,1 Feb 2009,ODI # 2811
2,2,11,18.18,0,0,,v New Zealand,Melbourne,6 Feb 2009,ODI # 2816
0,0,5,0.00,0,0,,v Scotland,Edinburgh,28 Aug 2009,ODI # 2879
20,20,17,117.64,4,0,,v South Africa,Centurion,19 Oct 2011,ODI # 3203
74,74,97,76.28,6,0,,v South Africa,Port Elizabeth,23 Oct 2011,ODI # 3208
10,10,18,55.55,1,0,,v South Africa,Durban,28 Oct 2011,ODI # 3211
6,6,14,42.85,0,0,,v India,Melbourne,5 Feb 2012,ODI # 3231
34,34,29,117.24,4,1,,v Sri Lanka,Perth,10 Feb 2012,ODI # 3235
18,18,24,75.00,2,0,,v India,Adelaide,12 Feb 2012,ODI # 3237
13,13,21,61.90,2,0,,v Sri Lanka,Sydney,17 Feb 2012,ODI # 3241
43,43,46,93.47,5,1,,v India,Brisbane,19 Feb 2012,ODI # 3244
7,7,13,53.84,0,0,,v Sri Lanka,Hobart,24 Feb 2012,ODI # 3248
68,68,66,103.03,7,0,,v India,Sydney,26 Feb 2012,ODI # 3250
6,6,6,100.00,1,0,,v Sri Lanka,Melbourne,2 Mar 2012,ODI # 3253
163,163,157,103.82,13,2,,v Sri Lanka,Brisbane,4 Mar 2012,ODI # 3255
100,100,140,71.42,4,1,,v Sri Lanka,Adelaide,6 Mar 2012,ODI # 3256
48,48,45,106.66,5,1,,v Sri Lanka,Adelaide,8 Mar 2012,ODI # 3257
40,40,55,72.72,5,0,,v West Indies,Kingstown,16 Mar 2012,ODI # 3262
13,13,20,65.00,1,0,,v West Indies,Kingstown,18 Mar 2012,ODI # 3264
37,37,51,72.54,6,0,,v West Indies,Kingstown,20 Mar 2012,ODI # 3266
